strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S2,0,1.8307794377,1.8418682804,0.7507159422,0.2492840578,0.0342086277,0,0.6836682639,0.8177636205,LINEAR
S2,0,1.8604825207,1.8606428299,0.7507159422,0.2492840578,0.0342086277,2.7356098673,0.6836682639,0.8177636205,LINEAR
S2,0,1.8842879883,1.8843974089,0.7362162489,0.2637837511,0.0344353203,0,0.6687242613,0.8037082365,LINEAR
S2,0,1.9428007803,1.944138996,0.7055494803,0.2944505197,0.0349500685,0,0.6370486048,0.7740503558,LINEAR
S2,0,2.0151066079,2.0200216604,0.7014231725,0.2985768275,0.0350517685,0,0.6327229687,0.7701233762,LINEAR
S2,0,2.0447697348,2.0484940223,0.7014231725,0.2985768275,0.0350517685,13.159614888,0.6327229687,0.7701233762,LINEAR
S2,0,2.0817799163,2.0871458419,0.7014231725,0.2985768275,0.0350517685,10.893063337,0.6327229687,0.7701233762,LINEAR
S2,0,2.1414763355,2.1499264759,0.7014231725,0.2985768275,0.0350517685,3.1072472216,0.6327229687,0.7701233762,LINEAR
S2,0,2.1705478528,2.1706860715,0.7014231725,0.2985768275,0.0350517685,3.6920414473,0.6327229687,0.7701233762,LINEAR
S2,0,2.2219555166,2.2307300348,0.6872150182,0.3127849818,0.0363494354,0,0.6159714339,0.7584586025,LINEAR
S2,0,2.2586844866,2.2711556623,0.6872150182,0.3127849818,0.0363494354,10.010020958,0.6159714339,0.7584586025,LINEAR
S2,0,2.3217358014,2.3303319816,0.6872150182,0.3127849818,0.0363494354,5.6381641526,0.6159714339,0.7584586025,LINEAR
S2,0,2.3970351103,2.4054406064,0.6005770661,0.3994229339,0.0456227019,0,0.5111582135,0.6899959188,LINEAR
S2,0,2.4195053228,2.4247470162,0.4876744745,0.5123255255,0.0385215201,0,0.4121736825,0.5631752664,LINEAR
S2,0,2.433564588,2.4611425208,0.4876744745,0.5123255255,0.0385215201,3.9458750653,0.4121736825,0.5631752664,LINEAR
S2,0,2.4792332652,2.4843042432,0.4876744745,0.5123255255,0.0385215201,4.7175284792,0.4121736825,0.5631752664,LINEAR
S2,0,2.5007494406,2.5387731303,0.4876744745,0.5123255255,0.0385215201,3.4386337255,0.4121736825,0.5631752664,LINEAR
S2,0,2.5693625584,2.5715597188,0.4876744745,0.5123255255,0.0385215201,4.0159284611,0.4121736825,0.5631752664,LINEAR
S2,0,2.616950975,2.6357809056,0.4876744745,0.5123255255,0.0385215201,1.4581389537,0.4121736825,0.5631752664,LINEAR
S2,0,2.6777627214,2.6796410703,0.4876744745,0.5123255255,0.0385215201,1.9468302186,0.4121736825,0.5631752664,LINEAR
S2,0,2.712188133,2.7143524361,0.4876744745,0.5123255255,0.0385215201,0.8066985713,0.4121736825,0.5631752664,LINEAR
S2,0,2.7333225794,2.7415647367,0.4876744745,0.5123255255,0.0385215201,1.5783519852,0.4121736825,0.5631752664,LINEAR
S2,0,2.791641304,2.8160117398,0.4876744745,0.5123255255,0.0385215201,0.2994572315,0.4121736825,0.5631752664,LINEAR
S2,0,2.9007123068,2.9106880789,0.4676151658,0.5323848342,0.0541682056,0,0.3614474337,0.573782898,LINEAR
S2,0,3.2503714247,3.3611534582,0,1,0,0,0,0,LINEAR
S2,1,0.7371626217,0.7484826722,0.97251145,0.02748855,0.0138800552,0,0.9453070416,0.9997158583,LINEAR
S2,1,0.9069602494,0.9346649211,0.9467272169,0.0532727831,0.0179070202,0,0.9116301022,0.9818243316,LINEAR
S2,1,0.935669282,0.9378850993,0.9467272169,0.0532727831,0.0179070202,32.181507701,0.9116301022,0.9818243316,LINEAR
S2,1,0.9637607799,0.977839495,0.9467272169,0.0532727831,0.0179070202,26.962160588,0.9116301022,0.9818243316,LINEAR
S2,1,1.1555164882,1.1653185631,0.9254900685,0.0745099315,0.0210305884,0,0.8842708727,0.9667092642,LINEAR
S2,1,1.1847881069,1.1958417748,0.9254900685,0.0745099315,0.0210305884,11.259961261,0.8842708727,0.9667092642,LINEAR
S2,1,1.2912971238,1.3108346313,0.9254900685,0.0745099315,0.0210305884,0.2725580018,0.8842708727,0.9667092642,LINEAR
S2,1,1.3512786189,1.3561234713,0.9254900685,0.0745099315,0.0210305884,1.9252004198,0.8842708727,0.9667092642,LINEAR
S2,1,1.399433603,1.4014690399,0.8698184122,0.1301815878,0.0277734993,0,0.8153833538,0.9242534706,LINEAR
S2,1,1.4200084838,1.4202124623,0.8698184122,0.1301815878,0.0277734993,6.2887015231,0.8153833538,0.9242534706,LINEAR
S2,1,1.4415512173,1.4540058227,0.8698184122,0.1301815878,0.0277734993,11.670948868,0.8153833538,0.9242534706,LINEAR
S2,1,1.5153658155,1.5447839784,0.7952577634,0.2047422366,0.0305998169,0,0.7352832243,0.8552323025,LINEAR
S2,1,1.5528474103,1.5611301821,0.7952577634,0.2047422366,0.0305998169,3.626690711,0.7352832243,0.8552323025,LINEAR
S2,1,1.5668525426,1.5712481064,0.7952577634,0.2047422366,0.0305998169,4.2576476079,0.7352832243,0.8552323025,LINEAR
S2,1,1.5766698956,1.588524715,0.7952577634,0.2047422366,0.0305998169,8.3447309565,0.7352832243,0.8552323025,LINEAR
S2,1,1.5922802023,1.6040366054,0.7952577634,0.2047422366,0.0305998169,13.689268235,0.7352832243,0.8552323025,LINEAR
S2,1,1.6114159427,1.6149989273,0.7952577634,0.2047422366,0.0305998169,17.316004382,0.7352832243,0.8552323025,LINEAR
S2,1,1.6426747539,1.6433719424,0.7952577634,0.2047422366,0.0305998169,32.389256614,0.7352832243,0.8552323025,LINEAR
S2,1,1.6725153525,1.6854507576,0.7952577634,0.2047422366,0.0305998169,36.476339963,0.7352832243,0.8552323025,LINEAR
S2,1,1.7081008069,1.7169484903,0.7952577634,0.2047422366,0.0305998169,35.318229016,0.7352832243,0.8552323025,LINEAR
S2,1,1.7312153508,1.7320653849,0.7952577634,0.2047422366,0.0305998169,14.11912719,0.7352832243,0.8552323025,LINEAR
